pair_id,file_a,file_b,utterance_id_a,utterance_id_b,label,similarity,status,error
calibration_000014,id10956/QcoqcI_ReP4/00001.wav,id10956/pJ4Jnsz1SsA/00025.wav,utt_003428,utt_003421,1,0.9374182224273682,success,
calibration_000015,id10724/JNMeEXwXbqw/00002.wav,id10724/e-vuV1-N97Q/00003.wav,utt_001905,utt_001893,1,0.9609423875808716,success,
calibration_000016,id10017/qFUUDSjCy5M/00004.wav,id10393/DMBVJM39ybM/00002.wav,utt_000421,utt_001229,0,0.9037823677062988,success,
calibration_000017,id10912/6wBjQ6soleU/00002.wav,id10912/csbEEsKuRO8/00001.wav,utt_002325,utt_002359,1,0.9687360525131226,success,
calibration_000018,id10912/KRRbdyUUtLo/00004.wav,id11130/F8zXHQZ_VyA/00003.wav,utt_002399,utt_004281,0,0.8869073987007141,success,
calibration_000019,id10017/5r-26vNFeJU/00003.wav,id10912/NBh6Y-hphmo/00005.wav,utt_000305,utt_002414,0,0.8622195720672607,success,
calibration_000020,id10724/XVoRDzwHwDU/00018.wav,id10956/SK9iVw56wXs/00001.wav,utt_001974,utt_003455,0,0.8588877320289612,success,
calibration_000021,id10912/WKkZvGACy8w/00022.wav,id11130/1qEq08w7Q5I/00003.wav,utt_002491,utt_004218,0,0.8705196976661682,success,
calibration_000022,id11100/QmihWZJn-a4/00002.wav,id11100/xs7wQ9wxtZ0/00006.wav,utt_004135,utt_004173,1,0.9289925694465637,success,
calibration_000023,id10017/xLakEK2bbQw/00002.wav,id10912/EnAmuPInAvs/00001.wav,utt_000452,utt_002372,0,0.8615090847015381,success,
calibration_000024,id10724/e-vuV1-N97Q/00004.wav,id10956/6ewLksV5OWo/00002.wav,utt_001894,utt_003248,0,0.8884415030479431,success,
calibration_000025,id10393/5tY3jMpviwk/00001.wav,id10393/UGid3tWJXKw/00002.wav,utt_001197,utt_001389,1,0.9694105386734009,success,
calibration_000026,id11130/BXJh_XZGrWo/00001.wav,id11130/yY2yv2W4ZLk/00001.wav,utt_004265,utt_004423,1,0.9480288028717041,success,
calibration_000027,id10956/h_vFlQ6YUAU/00008.wav,id11136/Pded8L7dHCQ/00002.wav,utt_003288,utt_004475,0,0.875026285648346,success,
calibration_000028,id10017/8rp9UYZp-zA/00008.wav,id10852/2iV9HT3E1Ls/00009.wav,utt_000330,utt_001998,0,0.9470017552375793,success,
calibration_000029,id10017/CYb_opUpiw4/00029.wav,id10912/GE7RTk2_AqQ/00004.wav,utt_000391,utt_002384,0,0.8828986287117004,success,
calibration_000030,id10017/iwN6Hu6xyM0/00001.wav,id10017/xLakEK2bbQw/00003.wav,utt_000393,utt_000453,1,0.9618450403213501,success,
calibration_000031,id10393/JhbyTN4ivRg/00002.wav,id10956/Agg13sg82pk/00004.wav,utt_001284,utt_003265,0,0.9044569730758667,success,
calibration_000032,id10956/lR3HvDI2qvw/00012.wav,id11100/vLEjFXUFGQA/00002.wav,utt_003327,utt_004145,0,0.8580145239830017,success,
calibration_000033,id10852/sVUfcg8XQzg/00038.wav,id10912/ad3NhT2tA7E/00014.wav,utt_002131,utt_002340,0,0.8422585725784302,success,
calibration_000034,id11100/4p9Zq781kZ0/00003.wav,id11100/mbPLgZ4EjM0/00003.wav,utt_004032,utt_004123,1,0.9358795285224915,success,
calibration_000035,id10017/PynZ3bQ3Ga4/00001.wav,id10017/pOJlOI5cDZw/00002.wav,utt_000416,utt_000407,1,0.9452431201934814,success,
calibration_000036,id10724/XVoRDzwHwDU/00006.wav,id10956/M2k_enZdWu4/00007.wav,utt_001962,utt_003336,0,0.9016176462173462,success,
calibration_000037,id11100/6geoWeYvFFw/00004.wav,id11130/ajiJfJowUIA/00015.wav,utt_004051,utt_004253,0,0.9145249128341675,success,
calibration_000038,id11130/IZhnh1gf70g/00014.wav,id11136/ydUt9GgHa9Q/00004.wav,utt_004342,utt_004497,0,0.9281722903251648,success,
calibration_000039,id10912/Yf93Q8L4xhs/00018.wav,id11130/jfW15QZTx9k/00004.wav,utt_002518,utt_004359,0,0.9084076285362244,success,
calibration_000040,id10912/GE7RTk2_AqQ/00003.wav,id10912/csbEEsKuRO8/00003.wav,utt_002383,utt_002361,1,0.9546656012535095,success,
calibration_000041,id10852/QCbljH_QH9M/00003.wav,id10852/jZLH__45hVM/00010.wav,utt_002092,utt_002081,1,0.9679790735244751,success,
calibration_000042,id10852/XgXbHX3_xIA/00002.wav,id10912/Yf93Q8L4xhs/00013.wav,utt_002169,utt_002513,0,0.8584465980529785,success,
calibration_000043,id11136/FNJVgXnZNXM/00002.wav,id11136/lgn4MoVWAd0/00001.wav,utt_004468,utt_004471,1,0.9637769460678101,success,
calibration_000044,id10956/6ewLksV5OWo/00002.wav,id10956/8Jim3lamzDQ/00013.wav,utt_003248,utt_003261,1,0.9670507311820984,success,
calibration_000045,id11136/JrfsarsjqF4/00001.wav,id11136/ugbeDncv40A/00001.wav,utt_004469,utt_004478,1,0.9679481387138367,success,
calibration_000046,id10017/qFUUDSjCy5M/00002.wav,id10956/M2k_enZdWu4/00026.wav,utt_000419,utt_003355,0,0.9356573820114136,success,
calibration_000047,id10724/e-vuV1-N97Q/00002.wav,id10912/ad3NhT2tA7E/00015.wav,utt_001892,utt_002341,0,0.9360455870628357,success,
calibration_000048,id10017/CYb_opUpiw4/00005.wav,id10393/UGid3tWJXKw/00003.wav,utt_000367,utt_001390,0,0.9340435862541199,success,
calibration_000049,id10017/CYb_opUpiw4/00026.wav,id10393/sV_ohWbzzQg/00013.wav,utt_000388,utt_001383,0,0.9062793850898743,success,
calibration_000050,id10912/Yf93Q8L4xhs/00007.wav,id11100/0dK_zszRMGE/00004.wav,utt_002507,utt_003987,0,0.9554022550582886,success,
calibration_000051,id10393/BRo6B3N-hcY/00001.wav,id10724/kHSikgTOz70/00004.wav,utt_001213,utt_001911,0,0.8940412402153015,success,
calibration_000052,id10956/lR3HvDI2qvw/00010.wav,id11100/Yp4Tnl9Ob9Y/00009.wav,utt_003325,utt_004188,0,0.8353046178817749,success,
calibration_000053,id10393/BRo6B3N-hcY/00007.wav,id10393/w3GPw1Kk2yQ/00014.wav,utt_001219,utt_001416,1,0.9591495990753174,success,
calibration_000054,id10956/JtKyh83pDBs/00002.wav,id11100/3wHTyqxyDqk/00007.wav,utt_003312,utt_004023,0,0.8530170917510986,success,
calibration_000055,id10956/6ewLksV5OWo/00002.wav,id10956/JtKyh83pDBs/00002.wav,utt_003248,utt_003312,1,0.9599990844726562,success,
calibration_000056,id10393/dTOyxqXd_5M/00011.wav,id10393/zGDrufd0E7U/00001.wav,utt_001244,utt_001446,1,0.9201350212097168,success,
calibration_000057,id10393/VG1kjxkcfcA/00001.wav,id10724/DP5gCFoWgGI/00004.wav,utt_001402,utt_001883,0,0.891148030757904,success,
calibration_000058,id10912/67p2Yi5aHUM/00003.wav,id10912/H5qe-mHhOyQ/00001.wav,utt_002323,utt_002385,1,0.9531151056289673,success,
calibration_000059,id10393/dTOyxqXd_5M/00042.wav,id10393/zv3AoFFDWGs/00012.wav,utt_001275,utt_001458,1,0.9555273056030273,success,
calibration_000060,id10393/JhbyTN4ivRg/00015.wav,id10912/NBh6Y-hphmo/00015.wav,utt_001297,utt_002424,0,0.8613009452819824,success,
calibration_000061,id10393/VG1kjxkcfcA/00001.wav,id10393/WqPniXc7PxY/00005.wav,utt_001402,utt_001426,1,0.9578057527542114,success,
calibration_000062,id10852/sVUfcg8XQzg/00018.wav,id11130/NbELtjnkhYY/00002.wav,utt_002111,utt_004367,0,0.8918077945709229,success,
calibration_000063,id11100/3gQ8REIxTmw/00007.wav,id11100/4TIelDLLOyE/00001.wav,utt_004003,utt_004035,1,0.9362873435020447,success,
calibration_000064,id10017/xH3Pp_5yxOk/00007.wav,id11130/ajiJfJowUIA/00007.wav,utt_000434,utt_004245,0,0.9386322498321533,success,
calibration_000065,id11130/Zgl6gxMr9x0/00007.wav,id11130/o-hOCXnEFGc/00001.wav,utt_004438,utt_004377,1,0.9342731833457947,success,
calibration_000066,id10393/w3GPw1Kk2yQ/00009.wav,id10852/sVUfcg8XQzg/00002.wav,utt_001411,utt_002095,0,0.9038820266723633,success,
calibration_000067,id10852/fRGTY9Zed8I/00014.wav,id10852/jZLH__45hVM/00008.wav,utt_002043,utt_002079,1,0.9635870456695557,success,
calibration_000068,id10393/WqPniXc7PxY/00019.wav,id10956/M2k_enZdWu4/00042.wav,utt_001440,utt_003371,0,0.9313422441482544,success,
calibration_000069,id10393/BRo6B3N-hcY/00007.wav,id10912/WKkZvGACy8w/00004.wav,utt_001219,utt_002473,0,0.8479045629501343,success,
calibration_000070,id11130/Zgl6gxMr9x0/00013.wav,id11130/kYJi779BvMU/00002.wav,utt_004444,utt_004363,1,0.9451007843017578,success,
calibration_000071,id10393/BRo6B3N-hcY/00001.wav,id10724/6tFEkfsIeXk/00002.wav,utt_001213,utt_001875,0,0.865992546081543,success,
calibration_000072,id10956/RFfFOkaYMTU/00005.wav,id11130/Zgl6gxMr9x0/00001.wav,utt_003439,utt_004432,0,0.9142270684242249,success,
calibration_000073,id10393/aWAguBjO03M/00007.wav,id10393/w3GPw1Kk2yQ/00008.wav,utt_001204,utt_001410,1,0.9661524891853333,success,
calibration_000074,id10017/xH3Pp_5yxOk/00016.wav,id10393/oyWxfzbelHo/00008.wav,utt_000443,utt_001322,0,0.9434384107589722,success,
calibration_000075,id10017/6ya9UpdRCPs/00001.wav,id10017/CYb_opUpiw4/00030.wav,utt_000319,utt_000392,1,0.9707017540931702,success,
calibration_000076,id10852/XgXbHX3_xIA/00001.wav,id10852/fRGTY9Zed8I/00008.wav,utt_002168,utt_002037,1,0.9499980807304382,success,
calibration_000077,id10393/aWAguBjO03M/00005.wav,id11130/NbELtjnkhYY/00002.wav,utt_001202,utt_004367,0,0.9494167566299438,success,
calibration_000078,id11130/7j_105F0RmM/00001.wav,id11130/uZCf5BK2BUQ/00003.wav,utt_004230,utt_004413,1,0.9750837087631226,success,
calibration_000079,id10852/sVUfcg8XQzg/00039.wav,id11136/Axf1v9rZsEw/00002.wav,utt_002132,utt_004449,0,0.8836100101470947,success,
calibration_000080,id10912/ad3NhT2tA7E/00022.wav,id11136/lgn4MoVWAd0/00003.wav,utt_002348,utt_004473,0,0.8978051543235779,success,
calibration_000081,id11130/3OERtMNQ0Is/00001.wav,id11136/X2Y1UPlq0j8/00011.wav,utt_004224,utt_004493,0,0.9521865248680115,success,
calibration_000082,id10393/oyWxfzbelHo/00019.wav,id11100/3gQ8REIxTmw/00018.wav,utt_001333,utt_004014,0,0.8869665265083313,success,
calibration_000083,id10912/3efhGhqizHg/00004.wav,id10912/wrWW-p4guKQ/00005.wav,utt_002319,utt_002498,1,0.9529054760932922,success,
calibration_000084,id10724/xS_Mh-DOAI0/00013.wav,id11136/vZjpmzzZ_ng/00004.wav,utt_001951,utt_004482,0,0.922218918800354,success,
calibration_000085,id10852/g5hgDbVpBQY/00001.wav,id11100/I3_NJyP6jp0/00001.wav,utt_002045,utt_004092,0,0.8820069432258606,success,
calibration_000086,id11100/Yp4Tnl9Ob9Y/00022.wav,id11100/vLEjFXUFGQA/00005.wav,utt_004201,utt_004148,1,0.9618044495582581,success,
calibration_000087,id10956/RsUKqz-Ng84/00002.wav,id10956/lR3HvDI2qvw/00002.wav,utt_003448,utt_003317,1,0.9418390393257141,success,
calibration_000088,id10852/2iV9HT3E1Ls/00012.wav,id10912/ad3NhT2tA7E/00010.wav,utt_002001,utt_002336,0,0.8367928862571716,success,
calibration_000089,id10724/XVoRDzwHwDU/00010.wav,id10852/2iV9HT3E1Ls/00010.wav,utt_001966,utt_001999,0,0.8887585997581482,success,
calibration_000090,id11136/Axf1v9rZsEw/00017.wav,id11136/X2Y1UPlq0j8/00009.wav,utt_004464,utt_004491,1,0.957188069820404,success,
calibration_000091,id10017/xH3Pp_5yxOk/00022.wav,id10393/zv3AoFFDWGs/00020.wav,utt_000449,utt_001466,0,0.9472192525863647,success,
calibration_000092,id11100/5-veoCefJfQ/00003.wav,id11100/6Lv08Mbm1q0/00001.wav,utt_004039,utt_004054,1,0.9354661107063293,success,
calibration_000093,id10017/8rp9UYZp-zA/00016.wav,id10017/pOJlOI5cDZw/00005.wav,utt_000338,utt_000410,1,0.9586246013641357,success,
calibration_000094,id10852/sVUfcg8XQzg/00025.wav,id11130/Zgl6gxMr9x0/00014.wav,utt_002118,utt_004445,0,0.901165246963501,success,
calibration_000095,id10912/JtTrbIAKVQg/00001.wav,id10912/WKkZvGACy8w/00013.wav,utt_002395,utt_002482,1,0.961341917514801,success,
calibration_000096,id11130/HpRqgDTPkP0/00005.wav,id11130/nHUYI8o-lWg/00006.wav,utt_004321,utt_004375,1,0.9285522699356079,success,
calibration_000097,id10724/xS_Mh-DOAI0/00006.wav,id10956/3z_KK_JmQQ4/00001.wav,utt_001944,utt_003237,0,0.8853445053100586,success,
calibration_000098,id10724/kHSikgTOz70/00007.wav,id10724/pKOCOOG5Ukw/00001.wav,utt_001914,utt_001917,1,0.9299695491790771,success,
calibration_000099,id11130/RNKUA8EGl20/00008.wav,id11136/Pded8L7dHCQ/00001.wav,utt_004386,utt_004474,0,0.9435796141624451,success,
calibration_000100,id10956/M2k_enZdWu4/00030.wav,id11136/ydUt9GgHa9Q/00003.wav,utt_003359,utt_004496,0,0.8923608064651489,success,
calibration_000101,id10852/LcbUtnkKDxU/00001.wav,id10852/ch1WvFNOL50/00001.wav,utt_002089,utt_002021,1,0.9677603244781494,success,
calibration_000102,id10017/xH3Pp_5yxOk/00013.wav,id10852/2iV9HT3E1Ls/00022.wav,utt_000440,utt_002011,0,0.9452758431434631,success,
calibration_000103,id10017/5VxX7ZI5z5s/00004.wav,id10017/iwN6Hu6xyM0/00002.wav,utt_000316,utt_000394,1,0.9621937274932861,success,
calibration_000104,id10017/Pkfu9rKM5QA/00002.wav,id10852/sVUfcg8XQzg/00059.wav,utt_000400,utt_002152,0,0.9204803705215454,success,
calibration_000105,id10724/xS_Mh-DOAI0/00014.wav,id10956/RFfFOkaYMTU/00011.wav,utt_001952,utt_003445,0,0.8806068897247314,success,
calibration_000106,id10393/sV_ohWbzzQg/00002.wav,id11136/FNJVgXnZNXM/00002.wav,utt_001372,utt_004468,0,0.8731660842895508,success,
calibration_000107,id10724/XVoRDzwHwDU/00013.wav,id11136/Pded8L7dHCQ/00002.wav,utt_001969,utt_004475,0,0.919076144695282,success,
calibration_000108,id11100/4TIelDLLOyE/00002.wav,id11100/hFH3_Sz-V7w/00005.wav,utt_004036,utt_004088,1,0.944867730140686,success,
calibration_000109,id10912/3efhGhqizHg/00004.wav,id10912/wrWW-p4guKQ/00006.wav,utt_002319,utt_002499,1,0.940740704536438,success,
calibration_000110,id10956/aXqRLChwGRo/00001.wav,id10956/elnEP8CFnec/00001.wav,utt_003272,utt_003280,1,0.954789936542511,success,
calibration_000111,id10724/XVoRDzwHwDU/00019.wav,id10724/fUKPz7jr6NE/00001.wav,utt_001975,utt_001899,1,0.9475762248039246,success,
calibration_000112,id10852/cucj7WNGWmU/00005.wav,id11100/3wHTyqxyDqk/00005.wav,utt_002028,utt_004021,0,0.8766897916793823,success,
calibration_000113,id10912/KRRbdyUUtLo/00009.wav,id11100/Yp4Tnl9Ob9Y/00023.wav,utt_002404,utt_004202,0,0.960453987121582,success,
calibration_000114,id10852/sVUfcg8XQzg/00047.wav,id11136/X2Y1UPlq0j8/00006.wav,utt_002140,utt_004488,0,0.8916333913803101,success,
calibration_000115,id10393/RJU2Lx3pz6U/00001.wav,id10852/fRGTY9Zed8I/00012.wav,utt_001362,utt_002041,0,0.9173377752304077,success,
calibration_000116,id10393/BRo6B3N-hcY/00003.wav,id11100/Yp4Tnl9Ob9Y/00017.wav,utt_001215,utt_004196,0,0.8549940586090088,success,
calibration_000117,id10017/CYb_opUpiw4/00013.wav,id10017/bNNIcOJGy4w/00001.wav,utt_000375,utt_000341,1,0.9553337097167969,success,
calibration_000118,id10393/JhbyTN4ivRg/00024.wav,id11136/Axf1v9rZsEw/00010.wav,utt_001306,utt_004457,0,0.8746297955513,success,
calibration_000119,id10852/QCbljH_QH9M/00002.wav,id10852/jZLH__45hVM/00013.wav,utt_002091,utt_002084,1,0.9593275189399719,success,
calibration_000120,id10852/414w9yfPr_s/00001.wav,id10852/QCbljH_QH9M/00001.wav,utt_002016,utt_002090,1,0.9743624329566956,success,
calibration_000121,id10017/CYb_opUpiw4/00027.wav,id10017/xH3Pp_5yxOk/00007.wav,utt_000389,utt_000434,1,0.9501145482063293,success,
calibration_000122,id10852/3VjC4mp7ZZM/00003.wav,id10852/XgXbHX3_xIA/00002.wav,utt_002015,utt_002169,1,0.9522778987884521,success,
calibration_000123,id10724/YsVDo2AO_X0/00001.wav,id10724/e-vuV1-N97Q/00003.wav,utt_001989,utt_001893,1,0.9494211077690125,success,
calibration_000124,id10956/M2k_enZdWu4/00020.wav,id10956/OS1I7a4LNww/00009.wav,utt_003349,utt_003387,1,0.9418399930000305,success,
calibration_000125,id10852/2iV9HT3E1Ls/00023.wav,id11136/ydUt9GgHa9Q/00004.wav,utt_002012,utt_004497,0,0.8588122129440308,success,
calibration_000126,id11130/FEam3q144yc/00001.wav,id11130/ajiJfJowUIA/00015.wav,utt_004295,utt_004253,1,0.9059619903564453,success,
calibration_000127,id10017/8rp9UYZp-zA/00005.wav,id10017/iwN6Hu6xyM0/00006.wav,utt_000327,utt_000398,1,0.9561524987220764,success,
calibration_000128,id11130/F8zXHQZ_VyA/00015.wav,id11136/Pded8L7dHCQ/00002.wav,utt_004293,utt_004475,0,0.9226134419441223,success,
calibration_000129,id10852/3VjC4mp7ZZM/00002.wav,id10852/QCbljH_QH9M/00003.wav,utt_002014,utt_002092,1,0.9642319679260254,success,
calibration_000130,id11100/I3_NJyP6jp0/00002.wav,id11100/zYrplLpL_hg/00001.wav,utt_004093,utt_004213,1,0.9651502966880798,success,
calibration_000131,id10912/csbEEsKuRO8/00002.wav,id10956/OS1I7a4LNww/00006.wav,utt_002360,utt_003384,0,0.8750626444816589,success,
calibration_000132,id10912/3efhGhqizHg/00002.wav,id11100/jLxYcYqHGAg/00001.wav,utt_002317,utt_004111,0,0.9312266111373901,success,
calibration_000133,id11100/XI667cEMR_c/00003.wav,id11100/wcAkOIVPI_I/00001.wav,utt_004156,utt_004153,1,0.9126110076904297,success,
calibration_000134,id10393/sV_ohWbzzQg/00008.wav,id10956/h_vFlQ6YUAU/00003.wav,utt_001378,utt_003283,0,0.9416958689689636,success,
calibration_000135,id10852/jZLH__45hVM/00010.wav,id11130/ajiJfJowUIA/00001.wav,utt_002081,utt_004239,0,0.9092401266098022,success,
calibration_000136,id10912/ad3NhT2tA7E/00003.wav,id11130/ajiJfJowUIA/00009.wav,utt_002329,utt_004247,0,0.8915485739707947,success,
calibration_000137,id10852/ch1WvFNOL50/00001.wav,id10852/g5hgDbVpBQY/00006.wav,utt_002021,utt_002050,1,0.9713352918624878,success,
calibration_000138,id10393/JhbyTN4ivRg/00020.wav,id11130/RNKUA8EGl20/00013.wav,utt_001302,utt_004391,0,0.932599663734436,success,
calibration_000139,id10017/xH3Pp_5yxOk/00023.wav,id10852/sVUfcg8XQzg/00072.wav,utt_000450,utt_002165,0,0.9645043611526489,success,
calibration_000140,id10956/pJ4Jnsz1SsA/00026.wav,id11130/BXJh_XZGrWo/00001.wav,utt_003422,utt_004265,0,0.909046471118927,success,
calibration_000141,id10956/RFfFOkaYMTU/00009.wav,id10956/lR3HvDI2qvw/00004.wav,utt_003443,utt_003319,1,0.9454405307769775,success,
calibration_000142,id10393/dTOyxqXd_5M/00017.wav,id11100/0dK_zszRMGE/00006.wav,utt_001250,utt_003989,0,0.8840525150299072,success,
calibration_000143,id11100/xs7wQ9wxtZ0/00009.wav,id11130/NbELtjnkhYY/00003.wav,utt_004176,utt_004368,0,0.8979424238204956,success,
calibration_000144,id10393/dTOyxqXd_5M/00007.wav,id10852/2iV9HT3E1Ls/00005.wav,utt_001240,utt_001994,0,0.9344652891159058,success,
calibration_000145,id10912/3efhGhqizHg/00001.wav,id10956/h_vFlQ6YUAU/00005.wav,utt_002316,utt_003285,0,0.8345075249671936,success,
calibration_000146,id10852/LcbUtnkKDxU/00001.wav,id10852/ch1WvFNOL50/00002.wav,utt_002089,utt_002022,1,0.9578773379325867,success,
calibration_000147,id10852/JZIc4U87Mr4/00011.wav,id10852/g5hgDbVpBQY/00006.wav,utt_002061,utt_002050,1,0.9738376140594482,success,
calibration_000148,id10017/6ya9UpdRCPs/00002.wav,id10017/PynZ3bQ3Ga4/00001.wav,utt_000320,utt_000416,1,0.9601294994354248,success,
calibration_000149,id10956/8Jim3lamzDQ/00006.wav,id10956/JtKyh83pDBs/00001.wav,utt_003254,utt_003311,1,0.95360267162323,success,
calibration_000150,id10956/RFfFOkaYMTU/00008.wav,id11136/X2Y1UPlq0j8/00011.wav,utt_003442,utt_004493,0,0.8921738266944885,success,
calibration_000151,id11130/kYJi779BvMU/00004.wav,id11130/yY2yv2W4ZLk/00003.wav,utt_004365,utt_004425,1,0.9450952410697937,success,
calibration_000152,id10393/pxNluJ_THJg/00001.wav,id10393/zGDrufd0E7U/00001.wav,utt_001361,utt_001446,1,0.9240102171897888,success,
calibration_000153,id10017/Pkfu9rKM5QA/00003.wav,id10017/xLakEK2bbQw/00001.wav,utt_000401,utt_000451,1,0.9256654977798462,success,
calibration_000154,id10852/ch1WvFNOL50/00002.wav,id10912/ad3NhT2tA7E/00022.wav,utt_002022,utt_002348,0,0.8398466110229492,success,
calibration_000155,id10724/DP5gCFoWgGI/00004.wav,id11100/6Daa1crr9QY/00001.wav,utt_001883,utt_004047,0,0.9294127225875854,success,
calibration_000156,id10393/JhbyTN4ivRg/00005.wav,id10393/w3GPw1Kk2yQ/00003.wav,utt_001287,utt_001405,1,0.9450809359550476,success,
calibration_000157,id10017/iwN6Hu6xyM0/00001.wav,id10912/ad3NhT2tA7E/00006.wav,utt_000393,utt_002332,0,0.8658910989761353,success,
calibration_000158,id10912/NBh6Y-hphmo/00010.wav,id11130/jfW15QZTx9k/00004.wav,utt_002419,utt_004359,0,0.9121118187904358,success,
calibration_000159,id10852/3VjC4mp7ZZM/00001.wav,id10852/QCbljH_QH9M/00004.wav,utt_002013,utt_002093,1,0.9582555890083313,success,
calibration_000160,id10724/e-vuV1-N97Q/00006.wav,id10912/WKkZvGACy8w/00001.wav,utt_001896,utt_002470,0,0.9436973333358765,success,
calibration_000161,id11136/FNJVgXnZNXM/00001.wav,id11136/lgn4MoVWAd0/00002.wav,utt_004467,utt_004472,1,0.9705219268798828,success,
calibration_000162,id10852/2iV9HT3E1Ls/00004.wav,id11100/jLxYcYqHGAg/00006.wav,utt_001993,utt_004116,0,0.8843827247619629,success,
calibration_000163,id10017/xH3Pp_5yxOk/00021.wav,id10956/5ipwzaOLhPQ/00002.wav,utt_000448,utt_003244,0,0.9557505249977112,success,
calibration_000164,id10017/CYb_opUpiw4/00002.wav,id10852/sVUfcg8XQzg/00048.wav,utt_000364,utt_002141,0,0.9313487410545349,success,
calibration_000165,id11100/xs7wQ9wxtZ0/00003.wav,id11136/vZjpmzzZ_ng/00004.wav,utt_004170,utt_004482,0,0.9207208156585693,success,
calibration_000166,id11130/HpRqgDTPkP0/00008.wav,id11130/kYJi779BvMU/00001.wav,utt_004324,utt_004362,1,0.9143144488334656,success,
calibration_000167,id10852/XgXbHX3_xIA/00004.wav,id10852/ch1WvFNOL50/00001.wav,utt_002171,utt_002021,1,0.9572896957397461,success,
calibration_000168,id10017/6ya9UpdRCPs/00002.wav,id10017/iwN6Hu6xyM0/00002.wav,utt_000320,utt_000394,1,0.9485066533088684,success,
calibration_000169,id10017/5VxX7ZI5z5s/00002.wav,id10956/pJ4Jnsz1SsA/00006.wav,utt_000314,utt_003402,0,0.9505584836006165,success,
calibration_000170,id11136/FNJVgXnZNXM/00002.wav,id11136/Pded8L7dHCQ/00002.wav,utt_004468,utt_004475,1,0.9548230171203613,success,
calibration_000171,id10956/5ipwzaOLhPQ/00003.wav,id10956/RsUKqz-Ng84/00005.wav,utt_003245,utt_003451,1,0.9333668947219849,success,
calibration_000172,id10017/Pkfu9rKM5QA/00004.wav,id10017/xH3Pp_5yxOk/00009.wav,utt_000402,utt_000436,1,0.9266253709793091,success,
calibration_000173,id10017/Pkfu9rKM5QA/00006.wav,id11136/Axf1v9rZsEw/00006.wav,utt_000404,utt_004453,0,0.8810305595397949,success,
calibration_000174,id10852/3VjC4mp7ZZM/00001.wav,id10912/KRRbdyUUtLo/00002.wav,utt_002013,utt_002397,0,0.8392398953437805,success,
calibration_000175,id10724/uw8SDDK6Mbk/00006.wav,id10852/sVUfcg8XQzg/00006.wav,utt_001926,utt_002099,0,0.8916864991188049,success,
calibration_000176,id10852/XgXbHX3_xIA/00003.wav,id10852/cucj7WNGWmU/00001.wav,utt_002170,utt_002024,1,0.9275073409080505,success,
calibration_000177,id11130/HpRqgDTPkP0/00007.wav,id11136/Axf1v9rZsEw/00009.wav,utt_004323,utt_004456,0,0.9006557464599609,success,
calibration_000178,id10724/kHSikgTOz70/00005.wav,id11136/vZjpmzzZ_ng/00002.wav,utt_001912,utt_004480,0,0.8759353160858154,success,
calibration_000179,id10724/XVoRDzwHwDU/00025.wav,id11136/Pded8L7dHCQ/00004.wav,utt_001981,utt_004477,0,0.9331193566322327,success,
calibration_000180,id10393/DMBVJM39ybM/00001.wav,id10912/67p2Yi5aHUM/00002.wav,utt_001228,utt_002322,0,0.8617758750915527,success,
calibration_000181,id10724/kHSikgTOz70/00004.wav,id10956/pJ4Jnsz1SsA/00025.wav,utt_001911,utt_003421,0,0.8607601523399353,success,
